x,y,anomaly_score,outlier
49.931732201344765,58.23562128615692,0.4212017551859985,0
60.461432923049024,43.744335297415496,0.46233121015027595,0
57.415884212884826,44.54060044305889,0.40909264616349283,0
57.23956541649991,36.4915285813421,0.5313415874232266,0
66.18776223334076,48.5575788115103,0.523235357865218,0
37.94441857353671,47.523384907326324,0.5010462416289998,0
43.730445289236265,51.91455830538057,0.43997354240467335,0
36.79336788394875,44.66225704075065,0.5307914132468761,0
48.922474920519704,50.93756179303467,0.41652151631178713,0
59.987636553170226,68.19691838129094,0.5158699174695565,0
49.7805211372962,54.089996944535955,0.40347529559466666,0
54.95880066464222,44.263099628442816,0.4294806254147612,0
30.89231335823353,59.531095952386714,0.5823194962731285,1
51.47064165878328,48.71198866030842,0.4265004181746815,0
40.93056748740704,55.93874468097905,0.4534851773901643,0
67.7538938724614,56.127474289476964,0.52605313666608,0
58.868490764587925,46.08934283239078,0.4114451341564089,0
59.49349483258034,30.697125024740153,0.5977668034218446,1
49.42145037499031,46.52346376745058,0.4179941736773916,0
56.128622742800935,55.5145542379957,0.42593880723947125,0
56.578901620545004,46.198895934666055,0.4045474904203719,0
46.55597333579437,54.38969314883028,0.41481724993384833,0
45.02627964504145,59.795403716599736,0.4247952220272341,0
48.8522721659313,44.55886584935913,0.4309543868957387,0
43.94547990649565,62.3135175254129,0.426658354255017,0
44.05660582495146,66.21804461688139,0.4847604345860828,0
47.16624624396042,60.79045944204081,0.42478333485092723,0
42.71582272816547,61.65462840627269,0.4367396553616031,0
57.663277859454006,60.96796447776445,0.4512552869584549,0
34.039136662045664,72.54539060571152,0.6201911816199569,1
80.74344361856376,76.47196810949308,0.5794546453081395,1
80.00833633140508,81.49026140057057,0.5941983758746903,1
82.41242922076087,81.89221336299322,0.6337238008247791,1
76.36721952542433,73.85456512683302,0.5546905518819766,1
73.78729294046182,72.46614516583266,0.5473763685102288,0
